'PriemData','pData','Laikas','Pradzia','Pabaiga','Organizacija','avAprasymas','avPranesta','IskvietimoVieta','Darbai','Medziagos','SumaSuPVM'
2017-02-17,'17.02.17','05:55','06:10','06:40','414-oji DNSB  "Gabija", _','Rûsyje teka vanduo',,'Gabijos 73','2.4. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës vietos ávertinimas. Karðto vandens tiekimo iðjungimas .  Vandens iðleidimas ið vamzdþiø.Nustatyta, kad rûsyje trûkæs karðto vandens iðleidëjo ventilis.Uþaklino karðto vandens stovo iðleidëjà, panaudojant linø pluoðtà ir hermetikà. Vandens tiekimo atnaujinimas. Sandarumo patikrinimas.','',30.7582
2017-02-17,'17.02.17','11:15','12:10','13:00','Nëra sutarties','Uþsikiðo kanalizacija',,'Liepsnos  3','1.1. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Virtuvëje sifono po plautuve iðardymas ir iðvalymas.Virtuvëje vietinës kanalizacijos vamzdþiø valymas su gyvatuku nuëmus sifonà kai skersmuo iki 100 mm, ilgis iki 5 m. Sifono surinkimas ir nuotekø nutekëjimo patikrinimas vandens srove.','',32.742599999999994
2017-02-17,'17.02.17','11:30','11:55','12:30','Nëra sutarties','Uþsikiðo kanalizacija',,'Pylimëliø 12','1.4. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Pravalos dangèio nuëmimas atsukant varþtus ir ávadinio ðulinio dangèio atidarymas. Bendro kanalizacijos stovo vamzdþiø valymas elektrine freza ið pastato per stovo pravalà iki ðulinio, kai skersmuo iki 150 mm., ilgis iki 10 m.. Pravalos dangèio uþdëjimas, \x0d\x0a varþtø uþsukimas ir ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',45.9195
2017-02-17,'17.02.17','11:35','12:20','12:40','421-oji DNSB, 654/13','Uþsikiðo kanalizacija',,'Didlaukio 43','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Atvykus pats gyventojas jau buvo prasivalæs klozetà.Iðkvietimas nebuvo atðauktas.Ant iðkvietimø lapo 1-o buto gyventojas pasiraðë ir sutiko, kad bendrija iðstatytø sàskaità jam.','',15.6937
2017-02-17,'17.02.17','12:15','13:00','14:30','Nëra sutarties','Sutriko el.tiekimas',,'Eglynës 8','4.2. Avarinio ekipaþo atvykimas pagal iðkvietimà. Elektros instaliacijos ir plombø apþiûra. Srovës  ir átampos parametrø matavimas atskiruose fazëse bei kontaktø patikrinimas. Gedimo pobûdþio ir vietos nustatymas. Kontaktø remontas namo el.skydinëje.Elektros tiekimo atnaujinimas. ','',28.5076
2017-02-17,'17.02.17','13:05','13:20','14:25','UAB ,, Namø auditas" , 733/14','Laiptinëje tech.spintoje teka vanduo',,'Viðinskio P. 10','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos patikrinimas ir avarijos pobûdþio nustatymas. Nustatyta, kad laiptinëje 2-o aukðto kolektorinëje eina vamzdþiai á 9;10;11;12; butus, kurie yra po grindymis ir ið jø laða vanduo.Reikia ardyti grindis. ','',15.6937
2017-02-17,'17.02.17','13:45','13:55','14:40','543-oji DNSB, _','Uþsikiðo kanalizacija',,'Vydûno 16','1.4. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Ávadinio ðulinio dangèio atidarymas. Bendros pogrindþio kanalizacijos vamzdþiø valymas elektrine freza ið rûsio per pravalà grindyse, kai skersmuo iki 150 mm., ilgis iki 10 m.Ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',38.2602
2017-02-17,'17.02.17','14:55','15:15','15:30','UAB "Fabeta " nuo 16 val. 30 min. iki 7 val. 30 min. d.dien.ir visomis nedarbo bei ðvenèiø dienomis.(dël neaiðk. skambinti energetikui - Edvardas Trinkûnas tel. 867472732, 2','Uþsikiðo kanalizacija',,'Stanevièiaus S. 90','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Ðulinio dangèio nuëmimas ir uþdëjimas. Avarinës situacijos ávertinimas. Nustatyta, kad kieme pilni nuotekø ðuliniai  Praneðimas UAB "Vilniaus vandenys" tel 861611256.','',15.6937
2017-02-17,'17.02.17','15:45','16:00','16:35','UAB "Fabeta " nuo 16 val. 30 min. iki 7 val. 30 min. d.dien.ir visomis nedarbo bei ðvenèiø dienomis.(dël neaiðk. skambinti energetikui - Edvardas Trinkûnas tel. 867472732, 2','Uþsikiðo kanalizacija',,'Fabijoniðkiø 89','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Pravalos dangèio nuëmimas atsukant  varþtus ir ávadinio ðulinio dangèio atidarymas. Bendro virtuvinio stovo kanalizacijos vamzdþiø valymas elektrine freza ið 24-o buto tech.spintos per stovo pravalà, kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m.. Pravalos dangèio uþdëjimas,  varþtø uþsukimas ir ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',40.329299999999994
2017-02-17,'17.02.17','15:55','16:10','16:55','UAB ,,Yglë pastatø valdymas" kvieèia tik atsak.asm.','Vieðuose tualetuose uþsikiðo kanalizacija',,'Þirmûnø 64','1.1. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Tualete vietinës kanalizacijos vamzdþiø valymas su gyvatuku per klozetà kai skersmuo iki 100 mm, ilgis iki 5 m.Nuotekø nutekëjimo patikrinimas vandens srove.Nuimti klozeto negalëjo, nes uþrûdijæ varþtai.Gali bûti ámestas kaþkoks daiktas.','',27.2976
2017-02-17,'17.02.17','20:05','20:20','21:15','UAB "Ðilëja " (Tel. 2466644), _','Virtuvëje ið virðaus teka vanduo',,'Paberþës 6','2.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Sistemos apþiûra ir gedimø nustatymas. Vandens tiekimo iðjungimas stovui uþdarant ventilá.Nustatyta, kad 30-o buto virtuvëje trûkæs ðalto vandens ventilis. Sugedusio ventilio demontavimas ir sriegiø  iðvalymas bei  patikrinimas. Virtuvëje naujo ðalto vandens ventilio iki 25 mm montavimas, apvyniojant sriegá lino pluoðtu su hermetiku.Sistemos uþdildymas vandeniu ir sandarumo patikrinimas.26-ame bute uþpilta virtuvës siena.','Ventilis 1/2 1 vnt',38.550599999999994
2017-02-17,'17.02.17','21:50','22:15','23:25','DNSB Saltoniðkiø g. 54 ( Vietiná gedimà privalo sumokëti gyventojas grynais)','Koridoriuje ir kambaryje ðlampa lubos',,'Saltoniðkiø 54','1.1. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Nustatyta, kad 61-o buto virtuvëje uþsikiðusi vietinë kanalizacija.Sifono po plautuve iðardymas ir iðvalymas.Virtuvëje vietinës kanalizacijos vamzdþiø valymas su gyvatuku nuëmus sifonà iki stovo kai skersmuo iki 100 mm, ilgis iki 5 m. Sifono surinkimas ir nuotekø nutekëjimo patikrinimas vandens srove.','',32.742599999999994
